TIMESTAMP             | TID   | EVENT | SIZE (KB) | CURRENT TID RSS (KB) | PFN | Request-ID | Req-Param
06:15:06.411724 | 208423 | ALLOC |      4.00 |                64.00 | 2866999 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411734 | 208327 | FREE  |      4.00 |                 0.00 | 3929482 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411737 | 208327 | FREE  |      4.00 |                 0.00 | 3929480 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411740 | 208327 | FREE  |      4.00 |                 0.00 | 3929481 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411742 | 208327 | FREE  |      4.00 |                 0.00 | 3929479 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411745 | 208323 | FREE  |      4.00 |                60.00 | 3719385 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411747 | 208323 | FREE  |      4.00 |                56.00 | 4031248 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.411763 | 208423 | ALLOC |      4.00 |                68.00 | 3467584 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411769 | 208305 | FREE  |      4.00 |                 0.00 | 4251117 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411772 | 208305 | FREE  |      4.00 |                 0.00 | 4251115 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411775 | 208305 | FREE  |      4.00 |                 0.00 | 4251116 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411777 | 208305 | FREE  |      4.00 |                 0.00 | 4251114 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411779 | 208296 | FREE  |      4.00 |                32.00 | 3929474 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411782 | 208296 | FREE  |      4.00 |                28.00 | 3929469 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.411800 | 208423 | ALLOC |      4.00 |                72.00 | 3467499 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411806 | 208342 | FREE  |      4.00 |                 0.00 | 4251693 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.411808 | 208342 | FREE  |      4.00 |                 0.00 | 4251691 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.411812 | 208342 | FREE  |      4.00 |                 0.00 | 4251692 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.411814 | 208342 | FREE  |      4.00 |                 0.00 | 4251690 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.411862 | 208417 | FREE  |     32.00 |                 0.00 | 3568488 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.411885 | 208413 | ALLOC |      4.00 |                40.00 | 3643691 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.411892 | 208297 | FREE  |      4.00 |                 0.00 | 3929473 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.411895 | 208297 | FREE  |      4.00 |                 0.00 | 3929471 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.411897 | 208297 | FREE  |      4.00 |                 0.00 | 3929472 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.411900 | 208297 | FREE  |      4.00 |                 0.00 | 3929470 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.411902 | 208295 | FREE  |      4.00 |                44.00 | 4251387 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.411905 | 208295 | FREE  |      4.00 |                40.00 | 4251386 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.412036 | 208444 | ALLOC |      4.00 |                 4.00 | 4251386 | WriteUserTimeline_seq0_9c7b768f9d31ed44 | 925552882500430592
06:15:06.412043 | 208444 | ALLOC |      4.00 |                 8.00 | 4251387 | WriteUserTimeline_seq0_9c7b768f9d31ed44 | 925552882500430592
06:15:06.412077 | 208444 | ALLOC |     32.00 |                40.00 | 3568488 | WriteUserTimeline_seq0_9c7b768f9d31ed44 | 925552882500430592
06:15:06.412466 | 208413 | ALLOC |      4.00 |                44.00 | 3929470 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.412500 | 208413 | ALLOC |      4.00 |                48.00 | 3929472 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.412514 | 208413 | ALLOC |      4.00 |                52.00 | 3929471 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.412803 | 208423 | ALLOC |     32.00 |               100.00 | 3556632 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.412869 | 208413 | ALLOC |      4.00 |                56.00 | 3929473 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.413033 | 208464 | ALLOC |      4.00 |                 4.00 | 4251690 | ComposePost_seq0_6edc587933f94905 | 820099444343046144
06:15:06.413119 | 208464 | ALLOC |      4.00 |                 8.00 | 4251692 | ComposePost_seq0_6edc587933f94905 | 820099444343046144
06:15:06.413129 | 208464 | ALLOC |      4.00 |                12.00 | 4251691 | ComposePost_seq0_6edc587933f94905 | 820099444343046144
06:15:06.413235 | 208470 | ALLOC |     32.00 |                32.00 | 3565576 | WriteHomeTimeline_seq0_8c5769a9a0292433 | 925552882500430592
06:15:06.418957 | 208464 | FREE  |      4.00 |                72.00 | 4251692 | ComposePost_seq0_6edc587933f94905 | 820099444343046144
06:15:06.418961 | 208464 | FREE  |      4.00 |                68.00 | 4251691 | ComposePost_seq0_6edc587933f94905 | 820099444343046144
06:15:06.456261 | 208281 | FREE  |      4.00 |                72.00 | 4076882 | ComposePost_seq0_fd27dad4ead2b6a3 | 425182569067808320
06:15:06.456266 | 208423 | FREE  |      4.00 |                92.00 | 1859824 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.456268 | 208303 | FREE  |      4.00 |                44.00 | 3617973 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.456271 | 208323 | FREE  |      4.00 |                36.00 | 3606218 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.456273 | 208423 | FREE  |      4.00 |                88.00 | 2866999 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.456276 | 208295 | FREE  |      4.00 |                56.00 | 3591574 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.456278 | 208296 | FREE  |      4.00 |                44.00 | 3162087 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.456281 | 208423 | FREE  |      4.00 |                84.00 | 3467584 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.456283 | 208313 | FREE  |      4.00 |                36.00 | 3605507 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.456285 | 208313 | FREE  |      4.00 |                32.00 | 3617974 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.456287 | 208423 | FREE  |      4.00 |                80.00 | 3467499 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.456290 | 208295 | FREE  |      4.00 |                52.00 | 3656974 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.456292 | 208413 | FREE  |      4.00 |                84.00 | 3643691 | ComposePost_seq0_e47438eb1e22721a | 880946326915043584
06:15:06.406410 | 208275 | FREE  |     32.00 |                 0.00 | 3618536 | ComposePost_seq0_8443d3bae3c86841 | 623657488676140544
06:15:06.407204 | 208362 | ALLOC |     32.00 |                32.00 | 3618536 | ComposeText_seq0_464226a3d9b95679 | 1036287228257293056
06:15:06.407277 | 208361 | ALLOC |     32.00 |                32.00 | 3620184 | ComposePost_seq0_8443d3bae3c86841 | 623657488676140544
06:15:06.407343 | 208358 | ALLOC |     32.00 |                32.00 | 3583712 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.407576 | 208358 | FREE  |     32.00 |                 0.00 | 3583712 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.410118 | 208409 | ALLOC |     32.00 |                32.00 | 3583712 | ComposePost_seq0_ee469bd5f1dabd82 | 502908273795594752
06:15:06.410174 | 208410 | ALLOC |     32.00 |                32.00 | 3467776 | ComposePost_seq0_ee469bd5f1dabd82 | 502908273795594752
06:15:06.410550 | 208410 | FREE  |     32.00 |                 0.00 | 3467776 | ComposePost_seq0_ee469bd5f1dabd82 | 502908273795594752
06:15:06.411035 | 208430 | ALLOC |      4.00 |                 4.00 | 4035827 | WriteUserTimeline_seq0_2571eabd1a1d5f70 | 906889968282656000
06:15:06.411042 | 208430 | ALLOC |      4.00 |                 8.00 | 3697588 | WriteUserTimeline_seq0_2571eabd1a1d5f70 | 906889968282656000
06:15:06.411075 | 208430 | ALLOC |     32.00 |                40.00 | 3467776 | WriteUserTimeline_seq0_2571eabd1a1d5f70 | 906889968282656000
06:15:06.414072 | 208477 | ALLOC |     32.00 |                32.00 | 3648656 | WriteHomeTimeline_seq0_f8f7ee9a274b8688 | 537894054951923328
06:15:06.415472 | 208487 | ALLOC |     32.00 |                32.00 | 3619960 | WriteHomeTimeline_seq0_6792559beee96c4e | 783436030923807232
06:15:06.416912 | 208506 | ALLOC |     32.00 |                32.00 | 3583720 | ComposePost_seq0_996206b8835275fe | 801071469348323712
06:15:06.417868 | 208508 | ALLOC |     32.00 |                32.00 | 3648648 | GetFollowers_seq0_5239d6979eed6ce0 | 438655555353970304
06:15:06.418062 | 208510 | ALLOC |     32.00 |                32.00 | 3629448 | ComposePost_seq0_ab6d607346fa57fd | 482063560448735232
06:15:06.418328 | 208513 | ALLOC |     32.00 |                32.00 | 3546048 | ComposeText_seq0_9fb8f37829d1b698 | 482063560448735232
06:15:06.418337 | 208510 | FREE  |     32.00 |                 0.00 | 3629448 | ComposePost_seq0_ab6d607346fa57fd | 482063560448735232
06:15:06.420382 | 208518 | ALLOC |     32.00 |                32.00 | 3603216 | ComposePost_seq0_824374300f947436 | 369412278488325056
06:15:06.421033 | 208518 | FREE  |     32.00 |                 0.00 | 3603216 | ComposePost_seq0_824374300f947436 | 369412278488325056
06:15:06.421150 | 208523 | FREE  |     32.00 |                 0.00 | 3379128 | ComposePost_seq0_824374300f947436 | 369412278488325056
06:15:06.402722 | 208280 | ALLOC |      8.00 |                44.00 | 3368826 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.402794 | 208280 | ALLOC |      4.00 |                48.00 | 3661032 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.402839 | 208280 | ALLOC |      4.00 |                52.00 | 3599380 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.402866 | 208280 | ALLOC |      4.00 |                56.00 | 3223509 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.402911 | 208280 | ALLOC |      4.00 |                60.00 | 1734077 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.402942 | 208283 | FREE  |     32.00 |                 0.00 | 3583096 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.403402 | 208291 | ALLOC |     32.00 |                32.00 | 3583096 | ComposePost_seq0_fd27dad4ead2b6a3 | 425182569067808320
06:15:06.403547 | 208292 | ALLOC |     32.00 |                32.00 | 3556856 | ComposePost_seq0_fd27dad4ead2b6a3 | 425182569067808320
06:15:06.404829 | 208301 | ALLOC |     32.00 |                32.00 | 2647240 | ComposeText_seq0_64d574c61f103ca2 | 17857845171417736
06:15:06.405033 | 208317 | ALLOC |     32.00 |                32.00 | 3378264 | ComposeMedia_seq0_1f17f3f5ab36a3f3 | 17857845171417736
06:15:06.405147 | 208298 | FREE  |     32.00 |                 0.00 | 3604512 | ComposeText_seq0_997028fdec56ed70 | 425182569067808320
06:15:06.405217 | 208323 | ALLOC |      4.00 |                 4.00 | 3606218 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405224 | 208323 | ALLOC |      4.00 |                 8.00 | 4031248 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405258 | 208323 | ALLOC |      4.00 |                12.00 | 3719385 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405294 | 208323 | ALLOC |      4.00 |                16.00 | 2091857 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405300 | 208323 | ALLOC |      4.00 |                20.00 | 3802865 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405319 | 208323 | ALLOC |      4.00 |                24.00 | 3992724 | ComposePost_seq0_65263f1f049eb769 | 879394336510968704
06:15:06.405532 | 208326 | ALLOC |      4.00 |                 4.00 | 3992725 | ComposeText_seq0_58f8b9dcb3219366 | 224918157079723552
06:15:06.405544 | 208326 | ALLOC |      4.00 |                 8.00 | 3001012 | ComposeText_seq0_58f8b9dcb3219366 | 224918157079723552
06:15:06.405602 | 208333 | ALLOC |      4.00 |                 4.00 | 3807107 | ComposeText_seq0_58f8b9dcb3219366 | 224918157079723552
06:15:06.405640 | 208333 | ALLOC |      4.00 |                 8.00 | 3781885 | ComposeText_seq0_58f8b9dcb3219366 | 224918157079723552
06:15:06.405647 | 208333 | ALLOC |      4.00 |                12.00 | 3752169 | ComposeText_seq0_58f8b9dcb3219366 | 224918157079723552
06:15:06.405941 | 208338 | ALLOC |     32.00 |                32.00 | 3604512 | ComposeUniqueId_seq0_31f1d869e3a3c3ae | 707743704306764544
06:15:06.406052 | 208340 | ALLOC |     32.00 |                32.00 | 3562016 | ComposeUniqueId_seq0_d6b3d9c7632fcfdb | 17857845171417736
06:15:06.407493 | 208311 | FREE  |      4.00 |                 0.00 | 4251419 | ComposePost_seq0_707a69ea4f36fd3a | 17857845171417736
06:15:06.407496 | 208311 | FREE  |      4.00 |                 0.00 | 4251417 | ComposePost_seq0_707a69ea4f36fd3a | 17857845171417736
06:15:06.407498 | 208311 | FREE  |      4.00 |                 0.00 | 4251418 | ComposePost_seq0_707a69ea4f36fd3a | 17857845171417736
06:15:06.407501 | 208283 | FREE  |      4.00 |                 0.00 | 3873735 | ComposePost_seq0_effbf065c1aec4c8 | 245996811938174976
06:15:06.407517 | 208289 | FREE  |      4.00 |                24.00 | 4251287 | ComposePost_seq0_707a69ea4f36fd3a | 17857845171417736
06:15:06.407519 | 208289 | FREE  |      4.00 |                20.00 | 4251273 | ComposePost_seq0_707a69ea4f36fd3a | 17857845171417736
06:15:06.407529 | 208313 | ALLOC |      4.00 |                52.00 | 3565586 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.407535 | 208296 | FREE  |      4.00 |                56.00 | 4251807 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407537 | 208296 | FREE  |      4.00 |                52.00 | 4251806 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407550 | 208313 | ALLOC |      4.00 |                56.00 | 3545731 | ComposePost_seq0_c44979ad70427147 | 256439429708275104
06:15:06.407556 | 208318 | FREE  |      4.00 |                 0.00 | 4251672 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407558 | 208318 | FREE  |      4.00 |                 0.00 | 4251670 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407560 | 208318 | FREE  |      4.00 |                 0.00 | 4251671 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407562 | 208318 | FREE  |      4.00 |                 0.00 | 4251669 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407564 | 208296 | FREE  |      4.00 |                48.00 | 4251809 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.407566 | 208296 | FREE  |      4.00 |                44.00 | 4251808 | ComposePost_seq0_5fc5cdb205b30785 | 224918157079723552
06:15:06.408484 | 208387 | ALLOC |     32.00 |                32.00 | 3589512 | ComposeText_seq0_bb20ab64f4af23a8 | 906889968282656000
06:15:06.408643 | 208387 | FREE  |     32.00 |                 0.00 | 3589512 | ComposeText_seq0_bb20ab64f4af23a8 | 906889968282656000
06:15:06.408847 | 208390 | ALLOC |     32.00 |                32.00 | 3589512 | StorePost_seq0_1af4ee98e6a89512 | 17857845171417736
06:15:06.409486 | 208374 | ALLOC |      4.00 |                 8.00 | 3573390 | ComposePost_seq0_9881eb134d0202ee | 906889968282656000
06:15:06.409494 | 208324 | FREE  |      4.00 |                 0.00 | 4251824 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409497 | 208324 | FREE  |      4.00 |                 0.00 | 4251822 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409499 | 208324 | FREE  |      4.00 |                 0.00 | 4251823 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409502 | 208324 | FREE  |      4.00 |                 0.00 | 4251820 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409504 | 208303 | FREE  |      4.00 |                48.00 | 4251816 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409506 | 208303 | FREE  |      4.00 |                44.00 | 4251815 | ComposePost_seq0_b9b3c6c7e997f3e4 | 1036287228257293056
06:15:06.409534 | 208295 | FREE  |      4.00 |                44.00 | 4251812 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.409536 | 208295 | FREE  |      4.00 |                40.00 | 4251805 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.409581 | 208374 | ALLOC |      4.00 |                12.00 | 2014538 | ComposePost_seq0_9881eb134d0202ee | 906889968282656000
06:15:06.409586 | 208295 | FREE  |      4.00 |                36.00 | 4251416 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.409589 | 208295 | FREE  |      4.00 |                32.00 | 4251388 | ComposePost_seq0_50be28a7c7d87e1c | 707743704306764544
06:15:06.409665 | 208376 | ALLOC |      8.00 |                20.00 | 3595338 | ComposePost_seq0_6f02fb0d94fd1b3d | 31315600037345160
06:15:06.409676 | 208376 | ALLOC |      4.00 |                24.00 | 2924801 | ComposePost_seq0_6f02fb0d94fd1b3d | 31315600037345160
06:15:06.409695 | 208376 | ALLOC |      4.00 |                28.00 | 4251388 | ComposePost_seq0_6f02fb0d94fd1b3d | 31315600037345160
06:15:06.409710 | 208376 | ALLOC |      4.00 |                32.00 | 4251416 | ComposePost_seq0_6f02fb0d94fd1b3d | 31315600037345160
06:15:06.409908 | 206746 | ALLOC |      4.00 |                 4.00 | 4251805 | WriteUserTimeline_seq0_5be61321b65b3b11 | 566096028095250496
06:15:06.409985 | 208406 | ALLOC |      4.00 |                 4.00 | 4251812 | ComposePost_seq0_ced7ab160f8a1336 | 783436030923807232
06:15:06.410014 | 208406 | ALLOC |     32.00 |                36.00 | 3573096 | ComposePost_seq0_ced7ab160f8a1336 | 783436030923807232
06:15:06.410328 | 208408 | FREE  |     32.00 |                 0.00 | 3378320 | ComposeText_seq0_539d3510e43807d8 | 783436030923807232
06:15:06.410540 | 208416 | ALLOC |     32.00 |                32.00 | 3378320 | ComposeText_seq0_75413b765cdea8e8 | 502908273795594752
06:15:06.410549 | 208406 | FREE  |     32.00 |                 0.00 | 3573096 | ComposePost_seq0_ced7ab160f8a1336 | 783436030923807232
06:15:06.410700 | 208423 | ALLOC |      4.00 |                 4.00 | 4251815 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410728 | 208423 | ALLOC |      4.00 |                 8.00 | 4251816 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410738 | 208423 | ALLOC |      4.00 |                12.00 | 4251820 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410746 | 208423 | ALLOC |     32.00 |                44.00 | 3573096 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410780 | 208423 | ALLOC |      4.00 |                48.00 | 3597416 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410784 | 208423 | ALLOC |      4.00 |                52.00 | 4251823 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.410835 | 208425 | ALLOC |     32.00 |                32.00 | 3648560 | ComposePost_seq0_09a4129648cda8f5 | 475022991964950720
06:15:06.411138 | 208433 | ALLOC |      4.00 |                 4.00 | 3795881 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411166 | 208433 | ALLOC |     32.00 |                36.00 | 3559680 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411299 | 208433 | FREE  |     32.00 |                 0.00 | 3559680 | ComposePost_seq0_203f8f363238ac17 | 537894054951923328
06:15:06.411344 | 208434 | FREE  |     32.00 |                 0.00 | 3566360 | ComposeText_seq0_744e9191cb411bba | 880946326915043584
06:15:06.413575 | 208472 | ALLOC |     32.00 |                32.00 | 3328384 | WriteHomeTimeline_seq0_2c05745e8dede1ca | 31315600037345160
